name;hq;street;house_number;bus_number;postal_code;place;province;phone;fax;email;url;director_last_name;director_first_name
Academie voor Podiumkunsten;True;Tweebruggenstraat;59;;9000;Gent;Oost-Vlaanderen;09 230 38 83;09 230 38 83;academiepodiumkunsten@stad.gent;https://www.apk-gent.be/;MERCKX;Peter
Academie voor Podiumkunsten;False;Achterstraat;18;;9040;Gent;Oost-Vlaanderen;;; ; ;MERCKX;Peter
Academie voor Podiumkunsten;False;Kerkdreef;9;;9051;Gent;Oost-Vlaanderen;;;;;MERCKX;Peter
Academie voor Podiumkunsten;False;Gentstraat;212;;9041;Gent;Oost-Vlaanderen;;;;;MERCKX;Peter
Academie voor Podiumkunsten;False;Zwijnaardsesteenweg;6;;9820;Merelbeke;Oost-Vlaanderen;;; ; ;MERCKX;Peter
Academie voor Podiumkunsten;False;Sint-Pietersaalststraat;78;;9000;Gent;Oost-Vlaanderen;;; ; ;MERCKX;Peter
Stedelijke Academie voor Muziek-Woord-Dans;True;Hofstraat;13;;9100;Sint-Niklaas;Oost-Vlaanderen;03 778 38 50;;academie.podium@sint-niklaas.be;www.academiesintniklaas.be;Haerinck;Tim
Stedelijke Academie voor Muziek-Woord-Dans;False;Sint-Andriesstraat;2;;9111;Sint-Niklaas;Oost-Vlaanderen;;; ; ;Haerinck;Tim
Stedelijke Academie voor Muziek-Woord-Dans;False;Pastorijstraat;48;50;9100;Sint-Niklaas;Oost-Vlaanderen;;; ; ;Haerinck;Tim
Stedelijke Academie voor Muziek-Woord-Dans;False;Edgard Tinelstraat;29;;9112;Sint-Niklaas;Oost-Vlaanderen;;; ; ;Haerinck;Tim
Stedelijke Academie voor Muziek-Woord-Dans;False;Polenlaan;46;;9190;Stekene;Oost-Vlaanderen;;; ; ;Haerinck;Tim
Stedelijke Academie voor Muziek-Woord-Dans;False;Hoogkamerstraat;1;;9140;Temse;Oost-Vlaanderen;;;;;Haerinck;Tim
Stedelijke Academie voor Muziek-Woord-Dans;False;Kardinaal J.Cardijnstraat;;;9170;Sint-Gillis-Waas;Oost-Vlaanderen;;; ; ;Haerinck;Tim
Gemeentelijke Kunstacademie;True;Lijsterbessenlaan;24;;9120;Beveren;Oost-Vlaanderen;03 775 35 79;03 775 35 79;academie@beveren.be;www.dekunstacademiebeveren.be;DE VOLDER;Hans
Gemeentelijke Kunstacademie;False;Molenstraat;58;;9130;Beveren;Oost-Vlaanderen;;;;;DE VOLDER;Hans
Gemeentelijke Kunstacademie;False;Schoolstraat;15;;9120;Beveren;Oost-Vlaanderen;;;;;DE VOLDER;Hans
Gemeentelijke Kunstacademie;False;Dorpstraat;9;;9150;Kruibeke;Oost-Vlaanderen;;; ; ;DE VOLDER;Hans
Gemeentelijke Kunstacademie;False;Hoog-Kallostraat;30;;9120;Beveren;Oost-Vlaanderen;;; ; ;DE VOLDER;Hans
Kunstacademie Ter Beuken;True;Groendreef;8;;9160;Lokeren;Oost-Vlaanderen;09 348 01 81;09 348 01 81;kunstacademie@lokeren.be;www.lokeren.be/kunstacademie;SMEDTS;Inge
Kunstacademie Ter Beuken;False;Dam;67;;9160;Lokeren;Oost-Vlaanderen;;; ; ;SMEDTS;Inge
Kunstacademie Ter Beuken;False;Bookmolenstraat;2;;9240;Zele;Oost-Vlaanderen;;; ; ;SMEDTS;Inge
Kunstacademie Ter Beuken;False;Nijverheidslaan;48;;9250;Waasmunster;Oost-Vlaanderen;;; ; ;SMEDTS;Inge
Kunstacademie Ter Beuken;False;Schoolstraat;16;;9080;Lochristi;Oost-Vlaanderen;;; ; ;SMEDTS;Inge
Stedelijke Academie voor Muziek, Woord en Dans;False;Dokter Haekstraat;33;A2;9200;Dendermonde;Oost-Vlaanderen;;; ; ;VAN CANEGHEM;Katrien
Stedelijke Academie voor Muziek, Woord en Dans;True;Gentsesteenweg;1;;9200;Dendermonde;Oost-Vlaanderen;;; ; ;VAN CANEGHEM;Katrien
Gemeentelijke Academie Voor Muziek,Woord en Dans;False;Vredestraat;1;;9220;Hamme;Oost-Vlaanderen;;; ; ;VANDERMEULEN;Raf
Gemeentelijke Academie Voor Muziek,Woord en Dans;False;Meulenbroekstraat;28;;9220;Hamme;Oost-Vlaanderen;;; ; ;VANDERMEULEN;Raf
Gemeentelijke Academie Voor Muziek,Woord en Dans;True;Damputstraat;39;;9220;Hamme;Oost-Vlaanderen;;; ; ;VANDERMEULEN;Raf
KunstAcademie afdeling Muziek en Woord;True;Schooldreef;40;;9230;Wetteren;Oost-Vlaanderen;09 369 24 90;09 366 56 23;kunstacademie@wetteren.be;www.kunstacademiewetteren.be;DE GEEST;Lieven
KunstAcademie afdeling Muziek en Woord;False;Dorpsplein;1;;9230;Wetteren;Oost-Vlaanderen;;; ; ;DE GEEST;Lieven
KunstAcademie afdeling Muziek en Woord;False;Fabrieksstraat;19;;9520;Sint-Lievens-Houtem;Oost-Vlaanderen;;; ; ;DE GEEST;Lieven
KunstAcademie afdeling Muziek en Woord;False;Dorp;101;;9290;Berlare;Oost-Vlaanderen;;; ; ;DE GEEST;Lieven
De Academie Buggenhout;True;Kasteelstraat;162;;9255;Buggenhout;Oost-Vlaanderen;052 33 95 71;052 34 18 57;academie.mwd@buggenhout.be;www.buggenhout.be;SCHOLLIERS;HANS
Gemeentelijke Academie voor Muziek, Woord en Dans;True;Stationsstraat;17;;9280;Lebbeke;Oost-Vlaanderen;052 41 11 21;;muziekacademie@lebbeke.be;www.academielebbeke.be;VERMEIR;Dirk
Gemeentelijke Academie voor Muziek, Woord en Dans;False;Visstraat;49;;9280;Lebbeke;Oost-Vlaanderen;;; ; ;VERMEIR;Dirk
Stedelijke Academie voor Podiumkunsten (muziek, woord en dans);True;Utopia;1;;9300;Aalst;Oost-Vlaanderen;053 73 24 85;053 73 24 89;academiepodiumkunsten@aalst.be;www.utopia-aalst.be;THOMAS;Peter
Stedelijke Academie voor Podiumkunsten (muziek, woord en dans);False;Binnenstraat;157;;9300;Aalst;Oost-Vlaanderen;;;;;THOMAS;Peter
Stedelijke Academie voor Podiumkunsten (muziek, woord en dans);False;Gaston De Schepperstraat;1;;9320;Aalst;Oost-Vlaanderen;;; ; ;THOMAS;Peter
Stedelijke Academie voor Podiumkunsten (muziek, woord en dans);False;Nieuwstraat;62;A;9470;Denderleeuw;Oost-Vlaanderen;;; ; ;THOMAS;Peter
Stedelijke Academie voor Podiumkunsten (muziek, woord en dans);False;Solleveld;35;;9550;Herzele;Oost-Vlaanderen;;; ; ;THOMAS;Peter
Kunstacademie Lede;True;Markt;5;;9340;Lede;Oost-Vlaanderen;053 80 68 20;;secretariaat@gamw.lede.be;www.academielede.be;JONKERS;Bart
Kunstacademie Lede;False;Dorpsstraat;146;;9420;Erpe-Mere;Oost-Vlaanderen;;; ; ;JONKERS;Bart
Stedelijke Academie voor Muziek,Woord en Dans;True;Parklaan;13;;9400;Ninove;Oost-Vlaanderen;054 33 47 25;;academie.mwd@ninove.be;www.academieninove.be;SCHELDEMAN;Karen
Stedelijke Academie voor Muziek,Woord en Dans;False;Edingsesteenweg;344;;9400;Ninove;Oost-Vlaanderen;;;;;SCHELDEMAN;Karen
Stedelijke Academie voor Muziek,Woord en Dans;False;Gemeentehuisstraat;30;;9402;Ninove;Oost-Vlaanderen;;; ; ;SCHELDEMAN;Karen
Stedelijke Academie voor Muziek,Woord en Dans;False;Molenstraat;17;;9450;Haaltert;Oost-Vlaanderen;;; ; ;SCHELDEMAN;Karen
Stedelijke Academie voor Muziek,Woord en Dans;False;Sint-Goriksplein;17;;9450;Haaltert;Oost-Vlaanderen;;; ; ;SCHELDEMAN;Karen
Stedelijke Academie voor Muziek,Woord en Dans;False;Muilenstraat;33;;1770;Liedekerke;Vlaams-Brabant;;; ; ;SCHELDEMAN;Karen
Stedelijke Academie voor Muziek,Woord en Dans;False;Kristus Koninglaan;;Z/N;1760;Roosdaal;Vlaams-Brabant;;; ; ;SCHELDEMAN;Karen
Kunstacademie Geraardsbergen;True;Grotestraat;20;A;9500;Geraardsbergen;Oost-Vlaanderen;054 43 42 41;054 43 42 42;kunstacademie@geraardsbergen.be;kunstacademie.geraardsbergen.be;VAN DEN BORRE;Marc
KunstAcademie Vlaamse Ardennen;True;Wolvestraat;37;;9600;Ronse;Oost-Vlaanderen;055 21 19 28;055 20 85 74;kunstacademie@ronse.be;www.kunstacademievlaamseardennen.be;DEVREESE;Pascal
KunstAcademie Vlaamse Ardennen;False;St.-Martensstraat;51;;9660;Brakel;Oost-Vlaanderen;;; ; ;DEVREESE;Pascal
KunstAcademie Vlaamse Ardennen;False;Stationsstraat;8;;9690;Kluisbergen;Oost-Vlaanderen;;; ; ;DEVREESE;Pascal
KunstAcademie Vlaamse Ardennen;False;Nederholbeekstraat;1;;9680;Maarkedal;Oost-Vlaanderen;;; ; ;DEVREESE;Pascal
Stedelijke Academie voor Muziek, Woord en Dans;True;Firmin Bogaertstraat;12;;9620;Zottegem;Oost-Vlaanderen;09 364 64 07;09 364 64 08;secretariaat@samwdzottegem.be;www.samwdzottegem.be;DHONDT;Andy
Stedelijke Academie voor Muziek, Woord en Dans;False;Stationsstraat;17;;9860;Oosterzele;Oost-Vlaanderen;;; ; ;DHONDT;Andy
Stedelijke Academie voor Muziek Woord en Dans;True;Parkstraat;2;A;9700;Oudenaarde;Oost-Vlaanderen;055 31 45 84;055 31 45 84;geert.de.praetere@oudenaarde.be;www.oudenaarde.be/samw;DE PRAETERE;Geert
Stedelijke Academie voor Muziek Woord en Dans;False;Serpentsstraat;15;;9700;Oudenaarde;Oost-Vlaanderen;;; ; ;DE PRAETERE;Geert
Stedelijke Academie voor Muziek Woord en Dans;False;Driesleutelsstraat;11;;9700;Oudenaarde;Oost-Vlaanderen;;; ; ;DE PRAETERE;Geert
KADE Podiumkunsten;True;Kalkhofstraat;25;;9800;Deinze;Oost-Vlaanderen;09 381 96 40;09 381 96 49;kadepodiumkunsten@deinze.be;www.muziekacademiedeinze.be;DHONDT;Geert
KADE Podiumkunsten;False;Waregemsesteenweg;22;;9770;Kruisem;Oost-Vlaanderen;;;;;DHONDT;Geert
KADE Podiumkunsten;False;Centrumstraat;5;;9870;Zulte;Oost-Vlaanderen;;; ; ;DHONDT;Geert
KADE Podiumkunsten;False;Burgemeesterstraat;7;;9830;Sint-Martens-Latem;Oost-Vlaanderen;;; ; ;DHONDT;Geert
KADE Podiumkunsten;False;Dorp;10;a;9810;Nazareth;Oost-Vlaanderen;;; ; ;DHONDT;Geert
Academie voor Muziek, Woord en Dans;False;Hoogte;3;;9910;Aalter;Oost-Vlaanderen;;; ; ;DEMEYERE;Filip
Academie voor Muziek, Woord en Dans;False;Mevrouw Courtmanslaan;82;;9990;Maldegem;Oost-Vlaanderen;;; ; ;DEMEYERE;Filip
Academie voor Muziek, Woord en Dans;False;Rollebaanstraat;10;;8730;Beernem;West-Vlaanderen;;; ; ;DEMEYERE;Filip
Academie voor Muziek, Woord en Dans;False;Nieuwstraat;8;;8755;Ruiselede;West-Vlaanderen;;; ; ;DEMEYERE;Filip
Academie voor Muziek, Woord en Dans;True;Stationsplein;25;;9880;Aalter;Oost-Vlaanderen;09 374 36 54;;academie@aalter.be;www.aalter.be;DEMEYERE;Filip
KunstAcademie Beeld Muziek Woord;True;Pastoor De Nevestraat;26;;9900;Eeklo;Oost-Vlaanderen;09 377 18 52;09 377 17 57;kunstacademie@eeklo.be;www.kunstacademie-eeklo.be;Aureel Heirman;D.VanSpeybroeck
KunstAcademie Beeld Muziek Woord;False;Nijverheidsstraat;1;A;9950;Lievegem;Oost-Vlaanderen;;; ; ;Aureel Heirman;D.VanSpeybroeck
KunstAcademie Beeld Muziek Woord;False;Dreef;47;;9930;Lievegem;Oost-Vlaanderen;;; ; ;Aureel Heirman;D.VanSpeybroeck
Kunstacademie voor Muziek, Woordkunst en Dans;True;Bruggestraat;12;;8820;Torhout;West-Vlaanderen;;;academie@torhout.be;www.kunstacademie.be;VANDECAVEYE;Johan
Kunstacademie voor Muziek, Woordkunst en Dans;False;Ieperweg;11;;8210;Zedelgem;West-Vlaanderen;;; ; ;VANDECAVEYE;Johan
Kunstacademie voor Muziek, Woordkunst en Dans;False;Markt;10;;8210;Zedelgem;West-Vlaanderen;;; ; ;VANDECAVEYE;Johan
Kunstacademie voor Muziek, Woordkunst en Dans;False;Aartrijksestraat;9;;8211;Zedelgem;West-Vlaanderen;;; ; ;VANDECAVEYE;Johan
Kunstacademie Zwevegem;False;Stedestraat;39;;8550;Zwevegem;West-Vlaanderen;;; ; ;De Clercq;Heidi
Kunstacademie Zwevegem;False;Dalestraat;40;;8554;Zwevegem;West-Vlaanderen;;; ; ;De Clercq;Heidi
Kunstacademie Zwevegem;False;Kerkhofplein;3;;8551;Zwevegem;West-Vlaanderen;;; ; ;De Clercq;Heidi
Stedelijke Kunstacademie voor Muziek, Woord, Beeld en Dans Halle;True;Kardinaal Cardijnstraat;7;;1500;Halle;Vlaams-Brabant;;;kunstacademie@halle.be;www.kunstacademiehalle.be;HANSSENS;Stijn
